image_path,source_video,label_policy,notes
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_002_f000024.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_002_f000042.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_002_f000061.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_002_f000079.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_002_f000098.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_002_f000117.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_002_f000135.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_002_f000154.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_002_f000172.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_002_f000191.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_002_f000209.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_002_f000228.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_002_f000247.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_002_f000265.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_002_f000284.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_002_f000302.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_002_f000321.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
